,Unnamed: 0,SEASON_1,SEASON_2,TEAM_ID,TEAM_NAME,PLAYER_ID,PLAYER_NAME,POSITION_GROUP,POSITION,GAME_DATE,GAME_ID,HOME_TEAM,AWAY_TEAM,EVENT_TYPE,SHOT_MADE,ACTION_TYPE,SHOT_TYPE,BASIC_ZONE,ZONE_NAME,ZONE_ABB,ZONE_RANGE,LOC_X,LOC_Y,SHOT_DISTANCE,QUARTER,MINS_LEFT,SECS_LEFT
191,188735,2021,2020-21,1610612749,Milwaukee Bucks,203114,Khris Middleton,F,SF,12-23-2020,22000000,BOS,MIL,Missed Shot,False,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,0.5,8.275,25,4,6,7
192,188740,2021,2020-21,1610612738,Boston Celtics,1627759,Jaylen Brown,G,SG,12-23-2020,22000000,BOS,MIL,Made Shot,True,Step Back Jump shot,2PT Field Goal,Mid-Range,Center,C,16-24 ft.,0.46,7.715,19,4,6,16
197,188763,2021,2020-21,1610612749,Milwaukee Bucks,203507,Giannis Antetokounmpo,F,PF,12-23-2020,22000000,BOS,MIL,Made Shot,True,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,-1.4300000000000002,7.695,23,4,6,28
198,188769,2021,2020-21,1610612738,Boston Celtics,202684,Tristan Thompson,F,PF,12-23-2020,22000000,BOS,MIL,Missed Shot,False,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-0.02,6.355,5,4,6,38
199,188770,2021,2020-21,1610612749,Milwaukee Bucks,203507,Giannis Antetokounmpo,F,PF,12-23-2020,22000000,BOS,MIL,Made Shot,True,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side,L,8-16 ft.,-1.24,5.965,12,4,7,0
201,188777,2021,2020-21,1610612738,Boston Celtics,201952,Jeff Teague,G,PG,12-23-2020,22000000,BOS,MIL,Missed Shot,False,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Center,C,16-24 ft.,0.41,7.715,19,4,7,17
202,188795,2021,2020-21,1610612749,Milwaukee Bucks,203507,Giannis Antetokounmpo,F,PF,12-23-2020,22000000,BOS,MIL,Made Shot,True,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.03,5.815,0,4,7,55
203,188798,2021,2020-21,1610612738,Boston Celtics,1627759,Jaylen Brown,G,SG,12-23-2020,22000000,BOS,MIL,Made Shot,True,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center,LC,16-24 ft.,-0.99,7.305,18,4,8,14
204,188806,2021,2020-21,1610612749,Milwaukee Bucks,203507,Giannis Antetokounmpo,F,PF,12-23-2020,22000000,BOS,MIL,Made Shot,True,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.02,5.815,0,4,8,29
208,188834,2021,2020-21,1610612738,Boston Celtics,202684,Tristan Thompson,F,PF,12-23-2020,22000000,BOS,MIL,Made Shot,True,Putback Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.01,5.955,1,4,8,37
211,188844,2021,2020-21,1610612738,Boston Celtics,1627759,Jaylen Brown,G,SG,12-23-2020,22000000,BOS,MIL,Missed Shot,False,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,0.02,6.225,4,4,8,39
213,188868,2021,2020-21,1610612738,Boston Celtics,1628369,Jayson Tatum,F,SF,12-23-2020,22000000,BOS,MIL,Missed Shot,False,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,0.32,6.055,4,4,8,45
215,188876,2021,2020-21,1610612749,Milwaukee Bucks,203114,Khris Middleton,F,SF,12-23-2020,22000000,BOS,MIL,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,-0.38,8.275,25,4,9,2
218,188885,2021,2020-21,1610612749,Milwaukee Bucks,203507,Giannis Antetokounmpo,F,PF,12-23-2020,22000000,BOS,MIL,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,-0.43,8.165,24,4,9,10
222,188900,2021,2020-21,1610612738,Boston Celtics,202684,Tristan Thompson,F,PF,12-23-2020,22000000,BOS,MIL,Missed Shot,False,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,0.02,6.195,4,4,9,25
224,188909,2021,2020-21,1610612738,Boston Celtics,201952,Jeff Teague,G,PG,12-23-2020,22000000,BOS,MIL,Missed Shot,False,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Left Side Center,LC,16-24 ft.,-0.93,7.565,20,4,9,27
226,188913,2021,2020-21,1610612749,Milwaukee Bucks,203114,Khris Middleton,F,SF,12-23-2020,22000000,BOS,MIL,Made Shot,True,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,-0.26,8.285,25,4,9,43
231,188941,2021,2020-21,1610612749,Milwaukee Bucks,1628978,Donte DiVincenzo,G,SG,12-23-2020,22000000,BOS,MIL,Made Shot,True,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.12,5.805,1,4,10,10
232,188945,2021,2020-21,1610612749,Milwaukee Bucks,1627854,Bryn Forbes,G,SG,12-23-2020,22000000,BOS,MIL,Missed Shot,False,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,L,24+ ft.,-2.25,5.755,22,4,10,23
233,188956,2021,2020-21,1610612738,Boston Celtics,1630202,Payton Pritchard,G,SG,12-23-2020,22000000,BOS,MIL,Missed Shot,False,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side Center,RC,16-24 ft.,0.67,7.605,19,4,10,31
235,188971,2021,2020-21,1610612749,Milwaukee Bucks,1628978,Donte DiVincenzo,G,SG,12-23-2020,22000000,BOS,MIL,Missed Shot,False,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-0.47,6.035,5,4,10,51
237,188977,2021,2020-21,1610612738,Boston Celtics,1629057,Robert Williams III,C,C,12-23-2020,22000000,BOS,MIL,Made Shot,True,Tip Dunk Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.0,5.775,0,4,10,58
238,188983,2021,2020-21,1610612738,Boston Celtics,1628369,Jayson Tatum,F,SF,12-23-2020,22000000,BOS,MIL,Missed Shot,False,Pullup Jump shot,2PT Field Goal,Mid-Range,Center,C,8-16 ft.,0.36,7.235,15,4,11,5
239,188986,2021,2020-21,1610612749,Milwaukee Bucks,203507,Giannis Antetokounmpo,F,PF,12-23-2020,22000000,BOS,MIL,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,-1.6,7.615,24,4,11,26
240,188990,2021,2020-21,1610612738,Boston Celtics,1628369,Jayson Tatum,F,SF,12-23-2020,22000000,BOS,MIL,Made Shot,True,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,0.11,6.635,8,4,11,32
241,188992,2021,2020-21,1610612749,Milwaukee Bucks,203507,Giannis Antetokounmpo,F,PF,12-23-2020,22000000,BOS,MIL,Made Shot,True,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Right Side,R,8-16 ft.,0.67,6.405,9,4,11,50
243,189010,2021,2020-21,1610612738,Boston Celtics,1628369,Jayson Tatum,F,SF,12-23-2020,22000000,BOS,MIL,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,-0.95,8.615,29,3,0,3
246,189020,2021,2020-21,1610612749,Milwaukee Bucks,1627854,Bryn Forbes,G,SG,12-23-2020,22000000,BOS,MIL,Missed Shot,False,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,0.02,6.365,5,3,0,15
248,189027,2021,2020-21,1610612738,Boston Celtics,1628369,Jayson Tatum,F,SF,12-23-2020,22000000,BOS,MIL,Made Shot,True,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side Center,RC,16-24 ft.,1.14,7.205,18,3,0,34
251,189055,2021,2020-21,1610612738,Boston Celtics,1628369,Jayson Tatum,F,SF,12-23-2020,22000000,BOS,MIL,Made Shot,True,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,0.8099999999999999,8.365,27,3,1,4
255,189083,2021,2020-21,1610612749,Milwaukee Bucks,201950,Jrue Holiday,G,PG,12-23-2020,22000000,BOS,MIL,Made Shot,True,Running Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-0.43,5.985,4,3,1,39
257,189096,2021,2020-21,1610612738,Boston Celtics,201952,Jeff Teague,G,PG,12-23-2020,22000000,BOS,MIL,Missed Shot,False,Pullup Jump shot,2PT Field Goal,Mid-Range,Center,C,16-24 ft.,-0.5599999999999999,7.565,18,3,1,46
258,189098,2021,2020-21,1610612749,Milwaukee Bucks,201950,Jrue Holiday,G,PG,12-23-2020,22000000,BOS,MIL,Made Shot,True,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center,RC,16-24 ft.,1.09,7.255,18,3,2,6
260,189106,2021,2020-21,1610612738,Boston Celtics,1627759,Jaylen Brown,G,SG,12-23-2020,22000000,BOS,MIL,Made Shot,True,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side Center,LC,16-24 ft.,-0.99,7.075,16,3,2,21
262,189108,2021,2020-21,1610612749,Milwaukee Bucks,201950,Jrue Holiday,G,PG,12-23-2020,22000000,BOS,MIL,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,-1.62,7.575,24,3,2,30
264,189128,2021,2020-21,1610612738,Boston Celtics,1627759,Jaylen Brown,G,SG,12-23-2020,22000000,BOS,MIL,Made Shot,True,Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.05,5.925,1,3,2,52
265,189131,2021,2020-21,1610612749,Milwaukee Bucks,203114,Khris Middleton,F,SF,12-23-2020,22000000,BOS,MIL,Made Shot,True,Tip Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.0,5.775,0,3,3,3
266,189134,2021,2020-21,1610612749,Milwaukee Bucks,1628391,D.J. Wilson,F,PF,12-23-2020,22000000,BOS,MIL,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,0.39,8.375,26,3,3,10
267,189138,2021,2020-21,1610612738,Boston Celtics,201952,Jeff Teague,G,PG,12-23-2020,22000000,BOS,MIL,Made Shot,True,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,1.41,8.075,26,3,3,20
268,189142,2021,2020-21,1610612749,Milwaukee Bucks,201950,Jrue Holiday,G,PG,12-23-2020,22000000,BOS,MIL,Made Shot,True,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,0.45,6.825,11,3,3,39
269,189149,2021,2020-21,1610612738,Boston Celtics,201952,Jeff Teague,G,PG,12-23-2020,22000000,BOS,MIL,Made Shot,True,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side,L,24+ ft.,-2.3600000000000003,5.835,23,3,3,56
272,189177,2021,2020-21,1610612738,Boston Celtics,1627759,Jaylen Brown,G,SG,12-23-2020,22000000,BOS,MIL,Missed Shot,False,Pullup Jump shot,2PT Field Goal,Mid-Range,Center,C,16-24 ft.,-0.61,7.775,20,3,4,27
278,189200,2021,2020-21,1610612738,Boston Celtics,1628464,Daniel Theis,C,C,12-23-2020,22000000,BOS,MIL,Made Shot,True,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,0.16,6.635,8,3,4,54
279,189201,2021,2020-21,1610612749,Milwaukee Bucks,203114,Khris Middleton,F,SF,12-23-2020,22000000,BOS,MIL,Made Shot,True,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,0.1699999999999999,6.235,4,3,5,13
280,189206,2021,2020-21,1610612738,Boston Celtics,1628369,Jayson Tatum,F,SF,12-23-2020,22000000,BOS,MIL,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,1.13,8.375,28,3,5,23
281,189210,2021,2020-21,1610612749,Milwaukee Bucks,201950,Jrue Holiday,G,PG,12-23-2020,22000000,BOS,MIL,Missed Shot,False,Jump Shot,2PT Field Goal,Mid-Range,Left Side,L,8-16 ft.,-1.19,6.045,12,3,5,32
282,189215,2021,2020-21,1610612749,Milwaukee Bucks,203507,Giannis Antetokounmpo,F,PF,12-23-2020,22000000,BOS,MIL,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,-1.92,7.565,26,3,5,36
283,189227,2021,2020-21,1610612749,Milwaukee Bucks,203114,Khris Middleton,F,SF,12-23-2020,22000000,BOS,MIL,Missed Shot,False,Jump Shot,2PT Field Goal,Mid-Range,Left Side,L,8-16 ft.,-1.3,6.405,14,3,5,41
284,189235,2021,2020-21,1610612749,Milwaukee Bucks,203507,Giannis Antetokounmpo,F,PF,12-23-2020,22000000,BOS,MIL,Missed Shot,False,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side,L,8-16 ft.,-1.17,5.945,11,3,5,52
285,189239,2021,2020-21,1610612738,Boston Celtics,1628369,Jayson Tatum,F,SF,12-23-2020,22000000,BOS,MIL,Made Shot,True,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-0.12,6.265000000000001,5,3,6,2
288,189277,2021,2020-21,1610612738,Boston Celtics,1628369,Jayson Tatum,F,SF,12-23-2020,22000000,BOS,MIL,Made Shot,True,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.1699999999999999,6.005,2,3,6,32
289,189288,2021,2020-21,1610612749,Milwaukee Bucks,203507,Giannis Antetokounmpo,F,PF,12-23-2020,22000000,BOS,MIL,Missed Shot,False,Jump Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.25,5.965,3,3,6,36
291,189305,2021,2020-21,1610612749,Milwaukee Bucks,203114,Khris Middleton,F,SF,12-23-2020,22000000,BOS,MIL,Missed Shot,False,Tip Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.0,5.955,1,3,9,12
293,189332,2021,2020-21,1610612738,Boston Celtics,1628464,Daniel Theis,C,C,12-23-2020,22000000,BOS,MIL,Missed Shot,False,Jump Shot,3PT Field Goal,Right Corner 3,Right Side,R,24+ ft.,2.39,5.845,23,3,7,4
298,189359,2021,2020-21,1610612738,Boston Celtics,1628369,Jayson Tatum,F,SF,12-23-2020,22000000,BOS,MIL,Missed Shot,False,Jump Shot,3PT Field Goal,Right Corner 3,Right Side,R,24+ ft.,2.3,5.935,23,3,7,30
300,189371,2021,2020-21,1610612738,Boston Celtics,202684,Tristan Thompson,F,PF,12-23-2020,22000000,BOS,MIL,Made Shot,True,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,0.02,6.645,8,3,7,51
301,189375,2021,2020-21,1610612749,Milwaukee Bucks,201950,Jrue Holiday,G,PG,12-23-2020,22000000,BOS,MIL,Made Shot,True,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side,R,8-16 ft.,1.2,6.245,12,3,8,18
302,189386,2021,2020-21,1610612738,Boston Celtics,1627759,Jaylen Brown,G,SG,12-23-2020,22000000,BOS,MIL,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,-1.26,8.295,28,3,8,33
305,189397,2021,2020-21,1610612749,Milwaukee Bucks,201950,Jrue Holiday,G,PG,12-23-2020,22000000,BOS,MIL,Missed Shot,False,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side,L,8-16 ft.,-0.51,6.565,9,3,8,48
307,189402,2021,2020-21,1610612738,Boston Celtics,1628464,Daniel Theis,C,C,12-23-2020,22000000,BOS,MIL,Made Shot,True,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side,R,8-16 ft.,0.62,6.655,10,3,9,3
308,189406,2021,2020-21,1610612749,Milwaukee Bucks,203507,Giannis Antetokounmpo,F,PF,12-23-2020,22000000,BOS,MIL,Missed Shot,False,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,-0.03,6.715,9,3,9,17
312,189425,2021,2020-21,1610612749,Milwaukee Bucks,203114,Khris Middleton,F,SF,12-23-2020,22000000,BOS,MIL,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,1.86,7.625,26,3,10,49
314,189431,2021,2020-21,1610612749,Milwaukee Bucks,203114,Khris Middleton,F,SF,12-23-2020,22000000,BOS,MIL,Made Shot,True,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center,RC,16-24 ft.,1.25,6.925,16,3,9,43
315,189436,2021,2020-21,1610612738,Boston Celtics,202684,Tristan Thompson,F,PF,12-23-2020,22000000,BOS,MIL,Made Shot,True,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,-0.14,7.055,12,3,9,56
317,189469,2021,2020-21,1610612738,Boston Celtics,202684,Tristan Thompson,F,PF,12-23-2020,22000000,BOS,MIL,Missed Shot,False,Putback Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.03,6.035,2,3,10,28
318,189480,2021,2020-21,1610612738,Boston Celtics,203935,Marcus Smart,G,PG,12-23-2020,22000000,BOS,MIL,Missed Shot,False,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.21,6.025,3,3,10,32
319,189490,2021,2020-21,1610612749,Milwaukee Bucks,1628978,Donte DiVincenzo,G,SG,12-23-2020,22000000,BOS,MIL,Missed Shot,False,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,0.29,6.305,6,3,10,52
322,189515,2021,2020-21,1610612749,Milwaukee Bucks,203507,Giannis Antetokounmpo,F,PF,12-23-2020,22000000,BOS,MIL,Missed Shot,False,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.22,5.945,2,3,10,58
324,189522,2021,2020-21,1610612738,Boston Celtics,1628369,Jayson Tatum,F,SF,12-23-2020,22000000,BOS,MIL,Missed Shot,False,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side Center,LC,16-24 ft.,-0.89,7.265,17,3,11,7
326,189526,2021,2020-21,1610612749,Milwaukee Bucks,203507,Giannis Antetokounmpo,F,PF,12-23-2020,22000000,BOS,MIL,Made Shot,True,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,-0.03,8.355,25,3,11,22
327,189535,2021,2020-21,1610612738,Boston Celtics,1628369,Jayson Tatum,F,SF,12-23-2020,22000000,BOS,MIL,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,2.17,7.255,26,3,11,46
330,189568,2021,2020-21,1610612749,Milwaukee Bucks,1628978,Donte DiVincenzo,G,SG,12-23-2020,22000000,BOS,MIL,Missed Shot,False,Jump Shot,3PT Field Goal,Backcourt,Back Court,BC,Back Court Shot,0.04,11.275,55,2,0,0
331,189573,2021,2020-21,1610612738,Boston Celtics,1627759,Jaylen Brown,G,SG,12-23-2020,22000000,BOS,MIL,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,-1.11,7.985,24,2,0,2
335,189608,2021,2020-21,1610612738,Boston Celtics,1628369,Jayson Tatum,F,SF,12-23-2020,22000000,BOS,MIL,Missed Shot,False,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,1.69,7.905,27,2,0,33
338,189615,2021,2020-21,1610612749,Milwaukee Bucks,1627854,Bryn Forbes,G,SG,12-23-2020,22000000,BOS,MIL,Made Shot,True,Jump Shot,3PT Field Goal,Right Corner 3,Right Side,R,24+ ft.,2.23,5.885,22,2,0,42
339,189620,2021,2020-21,1610612738,Boston Celtics,1628369,Jayson Tatum,F,SF,12-23-2020,22000000,BOS,MIL,Made Shot,True,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,1.96,7.485,26,2,0,57
340,189621,2021,2020-21,1610612749,Milwaukee Bucks,203507,Giannis Antetokounmpo,F,PF,12-23-2020,22000000,BOS,MIL,Made Shot,True,Tip Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.0,5.775,0,2,1,10
341,189626,2021,2020-21,1610612749,Milwaukee Bucks,203507,Giannis Antetokounmpo,F,PF,12-23-2020,22000000,BOS,MIL,Missed Shot,False,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-0.15,6.295,5,2,1,14
342,189629,2021,2020-21,1610612738,Boston Celtics,1627759,Jaylen Brown,G,SG,12-23-2020,22000000,BOS,MIL,Made Shot,True,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side,L,8-16 ft.,-1.38,6.415,15,2,1,32
