,Unnamed: 0,SEASON_1,SEASON_2,TEAM_ID,TEAM_NAME,PLAYER_ID,PLAYER_NAME,POSITION_GROUP,POSITION,GAME_DATE,GAME_ID,HOME_TEAM,AWAY_TEAM,EVENT_TYPE,SHOT_MADE,ACTION_TYPE,SHOT_TYPE,BASIC_ZONE,ZONE_NAME,ZONE_ABB,ZONE_RANGE,LOC_X,LOC_Y,SHOT_DISTANCE,QUARTER,MINS_LEFT,SECS_LEFT
209,188837,2021,2020-21,1610612742,Dallas Mavericks,1627827,Dorian Finney-Smith,F,PF,12-23-2020,22000000,PHX,DAL,Made Shot,True,Running Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.08,5.905,1,4,7,39
210,188842,2021,2020-21,1610612756,Phoenix Suns,1629028,Deandre Ayton,C,C,12-23-2020,22000000,PHX,DAL,Missed Shot,False,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,0.43,6.915,12,4,7,46
212,188860,2021,2020-21,1610612742,Dallas Mavericks,1628973,Jalen Brunson,G,PG,12-23-2020,22000000,PHX,DAL,Made Shot,True,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side,R,8-16 ft.,1.23,5.795,12,4,8,7
214,188871,2021,2020-21,1610612756,Phoenix Suns,1629028,Deandre Ayton,C,C,12-23-2020,22000000,PHX,DAL,Missed Shot,False,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side,L,8-16 ft.,-1.01,5.995,10,4,8,20
216,188878,2021,2020-21,1610612742,Dallas Mavericks,203504,Trey Burke,G,PG,12-23-2020,22000000,PHX,DAL,Made Shot,True,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.27,5.785,2,4,8,38
217,188882,2021,2020-21,1610612756,Phoenix Suns,1629028,Deandre Ayton,C,C,12-23-2020,22000000,PHX,DAL,Made Shot,True,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,0.35,6.065,4,4,8,50
219,188887,2021,2020-21,1610612742,Dallas Mavericks,1628467,Maxi Kleber,F,PF,12-23-2020,22000000,PHX,DAL,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,0.05,8.425,26,4,8,58
220,188890,2021,2020-21,1610612742,Dallas Mavericks,1628973,Jalen Brunson,G,PG,12-23-2020,22000000,PHX,DAL,Missed Shot,False,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,0.67,8.155000000000001,24,4,9,9
221,188896,2021,2020-21,1610612756,Phoenix Suns,204038,Langston Galloway,G,SG,12-23-2020,22000000,PHX,DAL,Missed Shot,False,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,0.43,5.935,4,4,9,22
223,188907,2021,2020-21,1610612742,Dallas Mavericks,1628467,Maxi Kleber,F,PF,12-23-2020,22000000,PHX,DAL,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,-0.22,8.495000000000001,27,4,9,49
225,188912,2021,2020-21,1610612756,Phoenix Suns,1629028,Deandre Ayton,C,C,12-23-2020,22000000,PHX,DAL,Made Shot,True,Hook Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.06,6.145,3,4,10,3
227,188917,2021,2020-21,1610612742,Dallas Mavericks,1628973,Jalen Brunson,G,PG,12-23-2020,22000000,PHX,DAL,Made Shot,True,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-0.0,6.215,4,4,10,21
228,188922,2021,2020-21,1610612756,Phoenix Suns,1626166,Cameron Payne,G,PG,12-23-2020,22000000,PHX,DAL,Missed Shot,False,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-0.58,6.275,7,4,10,30
229,188930,2021,2020-21,1610612742,Dallas Mavericks,1627827,Dorian Finney-Smith,F,PF,12-23-2020,22000000,PHX,DAL,Made Shot,True,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.04,5.845,0,4,10,47
230,188932,2021,2020-21,1610612756,Phoenix Suns,1629661,Cameron Johnson,F,PF,12-23-2020,22000000,PHX,DAL,Made Shot,True,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.0,5.915,1,4,10,59
234,188966,2021,2020-21,1610612756,Phoenix Suns,204038,Langston Galloway,G,SG,12-23-2020,22000000,PHX,DAL,Made Shot,True,Running Jump Shot,3PT Field Goal,Left Corner 3,Left Side,L,24+ ft.,-2.3,5.925,23,4,11,21
236,188973,2021,2020-21,1610612756,Phoenix Suns,1629661,Cameron Johnson,F,PF,12-23-2020,22000000,PHX,DAL,Missed Shot,False,Jump Shot,2PT Field Goal,Mid-Range,Right Side,R,8-16 ft.,1.4300000000000002,5.915,14,4,11,41
242,189008,2021,2020-21,1610612756,Phoenix Suns,1628975,Jevon Carter,G,PG,12-23-2020,22000000,PHX,DAL,Missed Shot,False,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,0.5,8.445,27,3,0,0
244,189014,2021,2020-21,1610612742,Dallas Mavericks,1629029,Luka Doncic,G,PG,12-23-2020,22000000,PHX,DAL,Missed Shot,False,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,0.6799999999999999,8.395,27,3,0,9
245,189017,2021,2020-21,1610612756,Phoenix Suns,1626166,Cameron Payne,G,PG,12-23-2020,22000000,PHX,DAL,Made Shot,True,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,1.58,7.995,27,3,0,30
247,189025,2021,2020-21,1610612742,Dallas Mavericks,1629029,Luka Doncic,G,PG,12-23-2020,22000000,PHX,DAL,Made Shot,True,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.03,6.145,3,3,0,36
249,189037,2021,2020-21,1610612756,Phoenix Suns,1628969,Mikal Bridges,F,SF,12-23-2020,22000000,PHX,DAL,Made Shot,True,Jump Shot,3PT Field Goal,Right Corner 3,Right Side,R,24+ ft.,2.31,5.855,23,3,0,51
250,189042,2021,2020-21,1610612756,Phoenix Suns,1626166,Cameron Payne,G,PG,12-23-2020,22000000,PHX,DAL,Missed Shot,False,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.02,6.145,3,3,0,54
252,189067,2021,2020-21,1610612756,Phoenix Suns,1630188,Jalen Smith,F,PF,12-23-2020,22000000,PHX,DAL,Missed Shot,False,Jump Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.22,5.965,2,3,1,17
253,189073,2021,2020-21,1610612742,Dallas Mavericks,203501,Tim Hardaway Jr.,G,SG,12-23-2020,22000000,PHX,DAL,Missed Shot,False,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center,RC,16-24 ft.,1.69,7.165,21,3,1,27
254,189076,2021,2020-21,1610612756,Phoenix Suns,1629661,Cameron Johnson,F,PF,12-23-2020,22000000,PHX,DAL,Missed Shot,False,Jump Shot,2PT Field Goal,Mid-Range,Right Side,R,16-24 ft.,1.96,6.515000000000001,20,3,1,44
256,189094,2021,2020-21,1610612756,Phoenix Suns,1629661,Cameron Johnson,F,PF,12-23-2020,22000000,PHX,DAL,Made Shot,True,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Left Side,L,8-16 ft.,-0.89,6.065,9,3,2,24
259,189105,2021,2020-21,1610612742,Dallas Mavericks,1629029,Luka Doncic,G,PG,12-23-2020,22000000,PHX,DAL,Made Shot,True,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,-0.11,6.785,10,3,2,46
261,189107,2021,2020-21,1610612756,Phoenix Suns,1629661,Cameron Johnson,F,PF,12-23-2020,22000000,PHX,DAL,Made Shot,True,Pullup Jump shot,2PT Field Goal,Mid-Range,Center,C,16-24 ft.,-0.25,7.865,21,3,3,4
263,189127,2021,2020-21,1610612742,Dallas Mavericks,203501,Tim Hardaway Jr.,G,SG,12-23-2020,22000000,PHX,DAL,Missed Shot,False,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,L,24+ ft.,-2.3,5.935,23,3,3,35
270,189167,2021,2020-21,1610612756,Phoenix Suns,1626164,Devin Booker,G,SG,12-23-2020,22000000,PHX,DAL,Made Shot,True,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.08,5.855,1,3,4,30
271,189175,2021,2020-21,1610612742,Dallas Mavericks,1628467,Maxi Kleber,F,PF,12-23-2020,22000000,PHX,DAL,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,-0.76,8.415,27,3,4,41
273,189182,2021,2020-21,1610612756,Phoenix Suns,1628969,Mikal Bridges,F,SF,12-23-2020,22000000,PHX,DAL,Missed Shot,False,Pullup Jump shot,2PT Field Goal,Mid-Range,Center,C,16-24 ft.,0.39,7.555,18,3,4,53
274,189187,2021,2020-21,1610612756,Phoenix Suns,1626164,Devin Booker,G,SG,12-23-2020,22000000,PHX,DAL,Missed Shot,False,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,-1.4300000000000002,7.905,25,3,5,5
275,189192,2021,2020-21,1610612742,Dallas Mavericks,1629029,Luka Doncic,G,PG,12-23-2020,22000000,PHX,DAL,Missed Shot,False,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,0.29,8.344999999999999,25,3,5,14
276,189193,2021,2020-21,1610612756,Phoenix Suns,1626166,Cameron Payne,G,PG,12-23-2020,22000000,PHX,DAL,Made Shot,True,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.03,5.875,1,3,5,29
277,189198,2021,2020-21,1610612756,Phoenix Suns,1626166,Cameron Payne,G,PG,12-23-2020,22000000,PHX,DAL,Missed Shot,False,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.08,6.075,3,3,5,38
286,189243,2021,2020-21,1610612756,Phoenix Suns,1626164,Devin Booker,G,SG,12-23-2020,22000000,PHX,DAL,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,0.01,8.405000000000001,26,3,6,6
287,189251,2021,2020-21,1610612742,Dallas Mavericks,1626196,Josh Richardson,G,SG,12-23-2020,22000000,PHX,DAL,Made Shot,True,Pullup Jump shot,2PT Field Goal,Mid-Range,Center,C,16-24 ft.,-0.08,7.635,18,3,6,29
290,189299,2021,2020-21,1610612742,Dallas Mavericks,1627827,Dorian Finney-Smith,F,PF,12-23-2020,22000000,PHX,DAL,Made Shot,True,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,L,24+ ft.,-2.3,5.775,23,3,7,21
292,189323,2021,2020-21,1610612742,Dallas Mavericks,1626196,Josh Richardson,G,SG,12-23-2020,22000000,PHX,DAL,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,-2.06,7.245,25,3,7,42
294,189337,2021,2020-21,1610612756,Phoenix Suns,101108,Chris Paul,G,PG,12-23-2020,22000000,PHX,DAL,Missed Shot,False,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,-0.21,7.025,12,3,8,4
295,189348,2021,2020-21,1610612742,Dallas Mavericks,203501,Tim Hardaway Jr.,G,SG,12-23-2020,22000000,PHX,DAL,Missed Shot,False,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side,R,8-16 ft.,0.97,6.9350000000000005,15,3,8,15
296,189351,2021,2020-21,1610612756,Phoenix Suns,203109,Jae Crowder,F,PF,12-23-2020,22000000,PHX,DAL,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,0.67,8.225,25,3,8,24
297,189357,2021,2020-21,1610612742,Dallas Mavericks,1629029,Luka Doncic,G,PG,12-23-2020,22000000,PHX,DAL,Made Shot,True,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side,R,8-16 ft.,0.67,6.515000000000001,9,3,8,43
299,189361,2021,2020-21,1610612756,Phoenix Suns,1626164,Devin Booker,G,SG,12-23-2020,22000000,PHX,DAL,Made Shot,True,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,-0.15,8.285,25,3,8,59
303,189390,2021,2020-21,1610612742,Dallas Mavericks,1627827,Dorian Finney-Smith,F,PF,12-23-2020,22000000,PHX,DAL,Made Shot,True,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.02,5.835,0,3,9,17
304,189392,2021,2020-21,1610612756,Phoenix Suns,101108,Chris Paul,G,PG,12-23-2020,22000000,PHX,DAL,Made Shot,True,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side,R,8-16 ft.,0.67,6.835,12,3,9,33
306,189401,2021,2020-21,1610612742,Dallas Mavericks,203501,Tim Hardaway Jr.,G,SG,12-23-2020,22000000,PHX,DAL,Missed Shot,False,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,1.73,7.525,24,3,9,47
309,189409,2021,2020-21,1610612742,Dallas Mavericks,203501,Tim Hardaway Jr.,G,SG,12-23-2020,22000000,PHX,DAL,Made Shot,True,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,0.7,8.405000000000001,27,3,10,5
310,189416,2021,2020-21,1610612756,Phoenix Suns,1626164,Devin Booker,G,SG,12-23-2020,22000000,PHX,DAL,Missed Shot,False,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,0.06,8.375,26,3,10,12
311,189423,2021,2020-21,1610612742,Dallas Mavericks,1626196,Josh Richardson,G,SG,12-23-2020,22000000,PHX,DAL,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,0.8400000000000001,8.205,25,3,10,28
313,189430,2021,2020-21,1610612756,Phoenix Suns,1629028,Deandre Ayton,C,C,12-23-2020,22000000,PHX,DAL,Made Shot,True,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,-0.16,7.125,13,3,10,49
316,189442,2021,2020-21,1610612742,Dallas Mavericks,1627827,Dorian Finney-Smith,F,PF,12-23-2020,22000000,PHX,DAL,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,-0.93,8.125,25,3,11,3
320,189499,2021,2020-21,1610612742,Dallas Mavericks,1629029,Luka Doncic,G,PG,12-23-2020,22000000,PHX,DAL,Made Shot,True,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.02,6.015,2,2,0,27
321,189507,2021,2020-21,1610612756,Phoenix Suns,1628969,Mikal Bridges,F,SF,12-23-2020,22000000,PHX,DAL,Made Shot,True,Running Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.01,5.775,0,2,0,42
323,189517,2021,2020-21,1610612742,Dallas Mavericks,1629029,Luka Doncic,G,PG,12-23-2020,22000000,PHX,DAL,Missed Shot,False,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Right Side,R,8-16 ft.,0.5,6.465,8,2,0,47
325,189524,2021,2020-21,1610612756,Phoenix Suns,1629661,Cameron Johnson,F,PF,12-23-2020,22000000,PHX,DAL,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,-1.96,7.375,25,2,0,57
328,189555,2021,2020-21,1610612742,Dallas Mavericks,1627827,Dorian Finney-Smith,F,PF,12-23-2020,22000000,PHX,DAL,Missed Shot,False,Jump Shot,3PT Field Goal,Right Corner 3,Right Side,R,24+ ft.,2.35,6.395,24,2,1,19
329,189556,2021,2020-21,1610612756,Phoenix Suns,101108,Chris Paul,G,PG,12-23-2020,22000000,PHX,DAL,Made Shot,True,Pullup Jump shot,2PT Field Goal,Mid-Range,Center,C,16-24 ft.,-0.02,7.395,16,2,1,35
332,189577,2021,2020-21,1610612756,Phoenix Suns,1629661,Cameron Johnson,F,PF,12-23-2020,22000000,PHX,DAL,Made Shot,True,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,0.03,6.375,6,2,1,57
333,189582,2021,2020-21,1610612742,Dallas Mavericks,1626196,Josh Richardson,G,SG,12-23-2020,22000000,PHX,DAL,Made Shot,True,Running Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.13,5.965,2,2,2,11
334,189593,2021,2020-21,1610612742,Dallas Mavericks,1629029,Luka Doncic,G,PG,12-23-2020,22000000,PHX,DAL,Made Shot,True,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,0.6,6.095,6,2,2,33
336,189610,2021,2020-21,1610612742,Dallas Mavericks,203501,Tim Hardaway Jr.,G,SG,12-23-2020,22000000,PHX,DAL,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,0.11,8.395,26,2,2,57
337,189614,2021,2020-21,1610612756,Phoenix Suns,1628969,Mikal Bridges,F,SF,12-23-2020,22000000,PHX,DAL,Made Shot,True,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,L,24+ ft.,-2.3,5.955,23,2,3,17
343,189630,2021,2020-21,1610612756,Phoenix Suns,1629661,Cameron Johnson,F,PF,12-23-2020,22000000,PHX,DAL,Missed Shot,False,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,L,24+ ft.,-2.29,5.885,22,2,3,39
344,189635,2021,2020-21,1610612742,Dallas Mavericks,1629029,Luka Doncic,G,PG,12-23-2020,22000000,PHX,DAL,Made Shot,True,Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.05,6.085,3,2,3,48
345,189640,2021,2020-21,1610612756,Phoenix Suns,1626164,Devin Booker,G,SG,12-23-2020,22000000,PHX,DAL,Made Shot,True,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.11,5.745,1,2,4,11
346,189660,2021,2020-21,1610612742,Dallas Mavericks,203501,Tim Hardaway Jr.,G,SG,12-23-2020,22000000,PHX,DAL,Made Shot,True,Running Jump Shot,3PT Field Goal,Right Corner 3,Right Side,R,24+ ft.,2.21,6.575,23,2,4,32
348,189668,2021,2020-21,1610612756,Phoenix Suns,203109,Jae Crowder,F,PF,12-23-2020,22000000,PHX,DAL,Missed Shot,False,Jump Shot,3PT Field Goal,Right Corner 3,Right Side,R,24+ ft.,2.26,6.235,23,2,4,40
350,189675,2021,2020-21,1610612742,Dallas Mavericks,1629029,Luka Doncic,G,PG,12-23-2020,22000000,PHX,DAL,Missed Shot,False,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side,L,8-16 ft.,-0.96,6.095,10,2,4,49
351,189677,2021,2020-21,1610612756,Phoenix Suns,1626166,Cameron Payne,G,PG,12-23-2020,22000000,PHX,DAL,Made Shot,True,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.08,5.795,0,2,5,5
354,189688,2021,2020-21,1610612742,Dallas Mavericks,203939,Dwight Powell,C,C,12-23-2020,22000000,PHX,DAL,Missed Shot,False,Tip Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.0,5.775,0,2,5,25
356,189696,2021,2020-21,1610612742,Dallas Mavericks,1627827,Dorian Finney-Smith,F,PF,12-23-2020,22000000,PHX,DAL,Missed Shot,False,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,L,24+ ft.,-2.32,5.715,23,2,5,30
358,189704,2021,2020-21,1610612756,Phoenix Suns,1630188,Jalen Smith,F,PF,12-23-2020,22000000,PHX,DAL,Made Shot,True,Running Dunk Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.04,5.795,0,2,5,45
360,189713,2021,2020-21,1610612742,Dallas Mavericks,1629029,Luka Doncic,G,PG,12-23-2020,22000000,PHX,DAL,Missed Shot,False,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-0.05,6.295,5,2,5,52
364,189727,2021,2020-21,1610612742,Dallas Mavericks,1626196,Josh Richardson,G,SG,12-23-2020,22000000,PHX,DAL,Made Shot,True,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,L,24+ ft.,-2.3,5.815,23,2,6,17
365,189753,2021,2020-21,1610612742,Dallas Mavericks,1627827,Dorian Finney-Smith,F,PF,12-23-2020,22000000,PHX,DAL,Missed Shot,False,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side,L,8-16 ft.,-1.16,5.715,11,2,6,41
366,189759,2021,2020-21,1610612756,Phoenix Suns,203109,Jae Crowder,F,PF,12-23-2020,22000000,PHX,DAL,Missed Shot,False,Jump Shot,2PT Field Goal,Mid-Range,Center,C,16-24 ft.,-0.19,7.965,21,2,6,55
