,Unnamed: 0,SEASON_1,SEASON_2,TEAM_ID,TEAM_NAME,PLAYER_ID,PLAYER_NAME,POSITION_GROUP,POSITION,GAME_DATE,GAME_ID,HOME_TEAM,AWAY_TEAM,EVENT_TYPE,SHOT_MADE,ACTION_TYPE,SHOT_TYPE,BASIC_ZONE,ZONE_NAME,ZONE_ABB,ZONE_RANGE,LOC_X,LOC_Y,SHOT_DISTANCE,QUARTER,MINS_LEFT,SECS_LEFT
534,190644,2021,2020-21,1610612744,Golden State Warriors,1630164,James Wiseman,C,C,12-22-2020,22000000,BKN,GSW,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,-0.18,8.335,25,4,4,2
536,190646,2021,2020-21,1610612751,Brooklyn Nets,1628971,Bruce Brown,G,PG,12-22-2020,22000000,BKN,GSW,Made Shot,True,Running Dunk Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.16,5.825,1,4,4,16
537,190647,2021,2020-21,1610612751,Brooklyn Nets,204020,Tyler Johnson,G,SG,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side,L,8-16 ft.,-1.23,6.255,13,4,4,30
539,190649,2021,2020-21,1610612744,Golden State Warriors,1628539,Mychal Mulder,G,PG,12-22-2020,22000000,BKN,GSW,Made Shot,True,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.04,5.895,1,4,5,5
540,190650,2021,2020-21,1610612751,Brooklyn Nets,1628971,Bruce Brown,G,PG,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.19,5.815,1,4,5,13
541,190651,2021,2020-21,1610612744,Golden State Warriors,1628539,Mychal Mulder,G,PG,12-22-2020,22000000,BKN,GSW,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,-1.37,8.025,26,4,5,35
542,190652,2021,2020-21,1610612751,Brooklyn Nets,1629617,Reggie Perry,F,PF,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,-0.54,8.125,24,4,5,46
544,190654,2021,2020-21,1610612751,Brooklyn Nets,1627789,Timothe Luwawu-Cabarrot,F,SF,12-22-2020,22000000,BKN,GSW,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,-1.46,7.785,24,4,6,9
546,190656,2021,2020-21,1610612744,Golden State Warriors,1627814,Damion Lee,G,SG,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Jump Shot,2PT Field Goal,Mid-Range,Left Side,L,16-24 ft.,-2.04,6.185,20,4,6,21
550,190660,2021,2020-21,1610612751,Brooklyn Nets,1627747,Caris LeVert,G,SG,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,0.3,6.705,9,4,6,38
552,190662,2021,2020-21,1610612744,Golden State Warriors,202954,Brad Wanamaker,G,PG,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,1.2,8.045,25,4,6,48
553,190663,2021,2020-21,1610612751,Brooklyn Nets,201145,Jeff Green,F,PF,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,2.26,7.015,25,4,7,9
557,190667,2021,2020-21,1610612744,Golden State Warriors,203952,Andrew Wiggins,F,PF,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-0.11,6.375,6,4,7,32
562,190672,2021,2020-21,1610612751,Brooklyn Nets,1627747,Caris LeVert,G,SG,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,0.38,6.405,7,4,7,52
563,190673,2021,2020-21,1610612744,Golden State Warriors,1627737,Marquese Chriss,F,PF,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,-1.4300000000000002,7.915,25,4,8,5
565,190675,2021,2020-21,1610612751,Brooklyn Nets,1628386,Jarrett Allen,C,C,12-22-2020,22000000,BKN,GSW,Made Shot,True,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.2,5.815,2,4,8,15
566,190676,2021,2020-21,1610612744,Golden State Warriors,1629672,Eric Paschall,F,PF,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side,R,8-16 ft.,0.97,6.605,12,4,8,28
567,190677,2021,2020-21,1610612751,Brooklyn Nets,201145,Jeff Green,F,PF,12-22-2020,22000000,BKN,GSW,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,-2.09,7.035,24,4,8,45
568,190678,2021,2020-21,1610612744,Golden State Warriors,1627737,Marquese Chriss,F,PF,12-22-2020,22000000,BKN,GSW,Made Shot,True,Tip Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.0,5.775,0,4,8,57
570,190680,2021,2020-21,1610612744,Golden State Warriors,1627737,Marquese Chriss,F,PF,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Tip Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.0,5.775,0,4,8,59
571,190681,2021,2020-21,1610612744,Golden State Warriors,1629673,Jordan Poole,G,SG,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side,R,8-16 ft.,0.54,6.505,9,4,9,6
572,190682,2021,2020-21,1610612751,Brooklyn Nets,1628386,Jarrett Allen,C,C,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,-0.48,6.975,12,4,9,26
573,190683,2021,2020-21,1610612744,Golden State Warriors,203952,Andrew Wiggins,F,PF,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,-0.43,8.405000000000001,26,4,9,41
574,190684,2021,2020-21,1610612751,Brooklyn Nets,1629013,Landry Shamet,G,SG,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,-0.86,8.205,25,4,9,50
576,190686,2021,2020-21,1610612751,Brooklyn Nets,1627747,Caris LeVert,G,SG,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,0.1699999999999999,8.175,24,4,10,12
578,190688,2021,2020-21,1610612744,Golden State Warriors,1627737,Marquese Chriss,F,PF,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side,R,8-16 ft.,0.64,6.265000000000001,8,4,10,32
581,190691,2021,2020-21,1610612744,Golden State Warriors,1627737,Marquese Chriss,F,PF,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.05,6.025,2,4,10,42
582,190692,2021,2020-21,1610612751,Brooklyn Nets,1628386,Jarrett Allen,C,C,12-22-2020,22000000,BKN,GSW,Made Shot,True,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.22,5.865,2,4,10,59
583,190693,2021,2020-21,1610612751,Brooklyn Nets,1627747,Caris LeVert,G,SG,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,0.7,6.085,7,4,11,0
584,190694,2021,2020-21,1610612744,Golden State Warriors,1627737,Marquese Chriss,F,PF,12-22-2020,22000000,BKN,GSW,Made Shot,True,Putback Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.0,5.775,0,4,11,8
585,190695,2021,2020-21,1610612744,Golden State Warriors,202954,Brad Wanamaker,G,PG,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.0699999999999999,6.005,2,4,11,14
587,190697,2021,2020-21,1610612751,Brooklyn Nets,1627747,Caris LeVert,G,SG,12-22-2020,22000000,BKN,GSW,Made Shot,True,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,0.25,6.395,6,4,11,39
592,190702,2021,2020-21,1610612751,Brooklyn Nets,201142,Kevin Durant,F,PF,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-0.46,5.925,4,3,3,46
594,190704,2021,2020-21,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,-0.5599999999999999,6.845,12,3,0,3
596,190706,2021,2020-21,1610612751,Brooklyn Nets,1627752,Taurean Prince,F,PF,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,-1.44,7.715,24,3,0,20
597,190707,2021,2020-21,1610612744,Golden State Warriors,203952,Andrew Wiggins,F,PF,12-22-2020,22000000,BKN,GSW,Made Shot,True,Step Back Jump shot,2PT Field Goal,Mid-Range,Center,C,16-24 ft.,0.22,7.445,16,3,0,33
601,190711,2021,2020-21,1610612751,Brooklyn Nets,1629013,Landry Shamet,G,SG,12-22-2020,22000000,BKN,GSW,Made Shot,True,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,1.16,7.935,24,3,1,7
603,190713,2021,2020-21,1610612751,Brooklyn Nets,1627747,Caris LeVert,G,SG,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Pullup Jump shot,2PT Field Goal,Mid-Range,Center,C,16-24 ft.,-0.47,7.515,18,3,1,23
605,190715,2021,2020-21,1610612744,Golden State Warriors,1629672,Eric Paschall,F,PF,12-22-2020,22000000,BKN,GSW,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,-0.7,8.265,25,3,1,44
609,190719,2021,2020-21,1610612744,Golden State Warriors,1626172,Kevon Looney,C,C,12-22-2020,22000000,BKN,GSW,Made Shot,True,Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.14,5.785,1,3,2,11
613,190723,2021,2020-21,1610612744,Golden State Warriors,1629672,Eric Paschall,F,PF,12-22-2020,22000000,BKN,GSW,Made Shot,True,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,0.74,7.135,15,3,2,39
616,190726,2021,2020-21,1610612744,Golden State Warriors,1626172,Kevon Looney,C,C,12-22-2020,22000000,BKN,GSW,Made Shot,True,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.16,5.935,2,3,3,2
617,190727,2021,2020-21,1610612751,Brooklyn Nets,1627747,Caris LeVert,G,SG,12-22-2020,22000000,BKN,GSW,Made Shot,True,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,-0.21,8.225,24,3,3,17
618,190728,2021,2020-21,1610612744,Golden State Warriors,1626162,Kelly Oubre Jr.,F,SF,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Jump Shot,3PT Field Goal,Right Corner 3,Right Side,R,24+ ft.,2.34,5.925,23,3,3,34
623,190733,2021,2020-21,1610612744,Golden State Warriors,1626162,Kelly Oubre Jr.,F,SF,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,L,24+ ft.,-2.29,6.345,23,3,4,5
627,190737,2021,2020-21,1610612751,Brooklyn Nets,201142,Kevin Durant,F,PF,12-22-2020,22000000,BKN,GSW,Made Shot,True,Pullup Jump shot,2PT Field Goal,Mid-Range,Center,C,16-24 ft.,-0.0,7.615,18,3,4,38
629,190739,2021,2020-21,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,12-22-2020,22000000,BKN,GSW,Made Shot,True,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,0.11,6.295,5,3,4,49
633,190743,2021,2020-21,1610612751,Brooklyn Nets,1627747,Caris LeVert,G,SG,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.08,5.705,1,3,5,0
634,190744,2021,2020-21,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,1.51,7.745,24,3,5,12
637,190747,2021,2020-21,1610612751,Brooklyn Nets,202681,Kyrie Irving,G,PG,12-22-2020,22000000,BKN,GSW,Made Shot,True,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,0.08,6.335,5,3,5,40
638,190748,2021,2020-21,1610612751,Brooklyn Nets,201142,Kevin Durant,F,PF,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side,L,16-24 ft.,-1.46,6.805,17,3,5,51
639,190749,2021,2020-21,1610612744,Golden State Warriors,1629308,Juan Toscano-Anderson,G,SG,12-22-2020,22000000,BKN,GSW,Made Shot,True,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.01,5.895,1,3,6,13
641,190751,2021,2020-21,1610612751,Brooklyn Nets,203915,Spencer Dinwiddie,G,SG,12-22-2020,22000000,BKN,GSW,Made Shot,True,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.11,5.785,1,3,6,22
643,190753,2021,2020-21,1610612744,Golden State Warriors,1629308,Juan Toscano-Anderson,G,SG,12-22-2020,22000000,BKN,GSW,Made Shot,True,Running Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.15,5.895,1,3,6,40
645,190755,2021,2020-21,1610612751,Brooklyn Nets,201142,Kevin Durant,F,PF,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,L,24+ ft.,-2.34,5.815,23,3,6,45
648,190758,2021,2020-21,1610612744,Golden State Warriors,203952,Andrew Wiggins,F,PF,12-22-2020,22000000,BKN,GSW,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,0.9,8.165,25,3,7,6
650,190760,2021,2020-21,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,-1.96,7.465,25,3,7,12
652,190762,2021,2020-21,1610612751,Brooklyn Nets,203915,Spencer Dinwiddie,G,SG,12-22-2020,22000000,BKN,GSW,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,0.3299999999999999,8.344999999999999,25,3,7,24
654,190764,2021,2020-21,1610612751,Brooklyn Nets,203915,Spencer Dinwiddie,G,SG,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,0.29,6.095,4,3,7,57
655,190765,2021,2020-21,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Pullup Jump shot,2PT Field Goal,Mid-Range,Center,C,8-16 ft.,-0.02,7.285,15,3,8,5
657,190767,2021,2020-21,1610612751,Brooklyn Nets,201599,DeAndre Jordan,C,C,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Putback Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.05,5.875,1,3,10,4
660,190770,2021,2020-21,1610612751,Brooklyn Nets,201142,Kevin Durant,F,PF,12-22-2020,22000000,BKN,GSW,Made Shot,True,Running Dunk Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.03,5.785,0,3,8,30
662,190772,2021,2020-21,1610612751,Brooklyn Nets,202681,Kyrie Irving,G,PG,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Running Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.14,5.865,1,3,8,41
664,190774,2021,2020-21,1610612744,Golden State Warriors,203952,Andrew Wiggins,F,PF,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.16,5.795,1,3,8,48
665,190775,2021,2020-21,1610612751,Brooklyn Nets,203925,Joe Harris,F,SF,12-22-2020,22000000,BKN,GSW,Made Shot,True,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.06,5.725,0,3,8,59
666,190776,2021,2020-21,1610612744,Golden State Warriors,1630164,James Wiseman,C,C,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-0.0,6.515000000000001,7,3,9,17
671,190781,2021,2020-21,1610612751,Brooklyn Nets,201599,DeAndre Jordan,C,C,12-22-2020,22000000,BKN,GSW,Made Shot,True,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.05,5.835,0,3,10,0
673,190783,2021,2020-21,1610612751,Brooklyn Nets,202681,Kyrie Irving,G,PG,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-0.21,6.484999999999999,7,3,10,6
679,190789,2021,2020-21,1610612744,Golden State Warriors,1626162,Kelly Oubre Jr.,F,SF,12-22-2020,22000000,BKN,GSW,Made Shot,True,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.06,5.895,1,3,10,34
681,190791,2021,2020-21,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,0.48,8.295,25,3,10,42
684,190794,2021,2020-21,1610612744,Golden State Warriors,1630164,James Wiseman,C,C,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Jump Shot,2PT Field Goal,Mid-Range,Left Side,L,16-24 ft.,-2.03,6.305,20,3,10,58
685,190795,2021,2020-21,1610612744,Golden State Warriors,1626162,Kelly Oubre Jr.,F,SF,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,0.5700000000000001,8.265,25,3,11,23
686,190796,2021,2020-21,1610612751,Brooklyn Nets,201599,DeAndre Jordan,C,C,12-22-2020,22000000,BKN,GSW,Made Shot,True,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.05,5.655,1,3,11,34
688,190798,2021,2020-21,1610612744,Golden State Warriors,203952,Andrew Wiggins,F,PF,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.19,6.035,3,3,11,47
693,190803,2021,2020-21,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Running Jump Shot,3PT Field Goal,Backcourt,Back Court,BC,Back Court Shot,0.73,10.025,43,2,0,0
694,190804,2021,2020-21,1610612751,Brooklyn Nets,202681,Kyrie Irving,G,PG,12-22-2020,22000000,BKN,GSW,Made Shot,True,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,1.3,8.575,30,2,0,4
695,190805,2021,2020-21,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,12-22-2020,22000000,BKN,GSW,Made Shot,True,Pullup Jump shot,2PT Field Goal,Mid-Range,Center,C,16-24 ft.,0.09,7.625,18,2,0,12
696,190806,2021,2020-21,1610612751,Brooklyn Nets,201142,Kevin Durant,F,PF,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-0.38,6.215,5,2,0,29
698,190808,2021,2020-21,1610612751,Brooklyn Nets,202681,Kyrie Irving,G,PG,12-22-2020,22000000,BKN,GSW,Made Shot,True,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,0.6,6.095,6,2,0,53
699,190809,2021,2020-21,1610612744,Golden State Warriors,203952,Andrew Wiggins,F,PF,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,L,24+ ft.,-2.34,5.985,23,2,1,6
702,190812,2021,2020-21,1610612751,Brooklyn Nets,202681,Kyrie Irving,G,PG,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,-1.25,8.085,26,2,1,45
703,190813,2021,2020-21,1610612751,Brooklyn Nets,1627747,Caris LeVert,G,SG,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Running Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.13,5.835,1,2,1,49
704,190814,2021,2020-21,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,-0.85,8.145,25,2,1,57
706,190816,2021,2020-21,1610612751,Brooklyn Nets,1627747,Caris LeVert,G,SG,12-22-2020,22000000,BKN,GSW,Missed Shot,False,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,L,24+ ft.,-2.28,6.325,23,2,2,4
710,190820,2021,2020-21,1610612744,Golden State Warriors,203952,Andrew Wiggins,F,PF,12-22-2020,22000000,BKN,GSW,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,-1.27,7.835,24,2,2,29
