,Unnamed: 0,SEASON_1,SEASON_2,TEAM_ID,TEAM_NAME,PLAYER_ID,PLAYER_NAME,POSITION_GROUP,POSITION,GAME_DATE,GAME_ID,HOME_TEAM,AWAY_TEAM,EVENT_TYPE,SHOT_MADE,ACTION_TYPE,SHOT_TYPE,BASIC_ZONE,ZONE_NAME,ZONE_ABB,ZONE_RANGE,LOC_X,LOC_Y,SHOT_DISTANCE,QUARTER,MINS_LEFT,SECS_LEFT
680,190790,2021,2020-21,1610612746,Los Angeles Clippers,202331,Paul George,F,SF,12-22-2020,22000000,LAL,LAC,Made Shot,True,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,-0.44,6.665,9,3,11,12
682,190792,2021,2020-21,1610612747,Los Angeles Lakers,203471,Dennis Schroder,G,SG,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,1.37,8.075,26,3,11,22
683,190793,2021,2020-21,1610612746,Los Angeles Clippers,201586,Serge Ibaka,C,C,12-22-2020,22000000,LAL,LAC,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,0.13,8.545,27,3,11,42
687,190797,2021,2020-21,1610612747,Los Angeles Lakers,203471,Dennis Schroder,G,SG,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Jump Shot,3PT Field Goal,Backcourt,Back Court,BC,Back Court Shot,0.03,10.885,51,2,0,0
689,190799,2021,2020-21,1610612746,Los Angeles Clippers,202695,Kawhi Leonard,F,SF,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,0.55,7.155,14,2,0,3
690,190800,2021,2020-21,1610612746,Los Angeles Clippers,202335,Patrick Patterson,F,PF,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,2.29,6.695,24,2,0,20
691,190801,2021,2020-21,1610612747,Los Angeles Lakers,203076,Anthony Davis,F,PF,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,0.7,8.265,25,2,0,32
692,190802,2021,2020-21,1610612747,Los Angeles Lakers,2544,LeBron James,G,PG,12-22-2020,22000000,LAL,LAC,Made Shot,True,Running Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.08,6.025,2,2,0,52
697,190807,2021,2020-21,1610612746,Los Angeles Clippers,202695,Kawhi Leonard,F,SF,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,1.11,8.245000000000001,27,2,1,0
700,190810,2021,2020-21,1610612746,Los Angeles Clippers,202335,Patrick Patterson,F,PF,12-22-2020,22000000,LAL,LAC,Made Shot,True,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,L,24+ ft.,-2.34,6.245,23,2,1,21
701,190811,2021,2020-21,1610612747,Los Angeles Lakers,2544,LeBron James,G,PG,12-22-2020,22000000,LAL,LAC,Made Shot,True,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.08,5.925,1,2,1,39
705,190815,2021,2020-21,1610612747,Los Angeles Lakers,2544,LeBron James,G,PG,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.11,5.925,1,2,2,10
707,190817,2021,2020-21,1610612746,Los Angeles Clippers,202331,Paul George,F,SF,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,0.5599999999999999,8.445,27,2,2,20
708,190818,2021,2020-21,1610612747,Los Angeles Lakers,203471,Dennis Schroder,G,SG,12-22-2020,22000000,LAL,LAC,Made Shot,True,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,-1.61,7.725,25,2,2,41
709,190819,2021,2020-21,1610612746,Los Angeles Clippers,202331,Paul George,F,SF,12-22-2020,22000000,LAL,LAC,Made Shot,True,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Right Side,R,8-16 ft.,0.65,6.255,8,2,2,50
711,190821,2021,2020-21,1610612747,Los Angeles Lakers,203484,Kentavious Caldwell-Pope,G,SG,12-22-2020,22000000,LAL,LAC,Made Shot,True,Running Dunk Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.06,5.855,1,2,3,6
713,190823,2021,2020-21,1610612746,Los Angeles Clippers,202695,Kawhi Leonard,F,SF,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.19,5.885,2,2,3,10
715,190825,2021,2020-21,1610612747,Los Angeles Lakers,203076,Anthony Davis,F,PF,12-22-2020,22000000,LAL,LAC,Made Shot,True,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side,L,8-16 ft.,-1.34,6.095,13,2,3,27
719,190829,2021,2020-21,1610612746,Los Angeles Clippers,101150,Lou Williams,G,PG,12-22-2020,22000000,LAL,LAC,Made Shot,True,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.02,5.915,1,2,3,43
720,190830,2021,2020-21,1610612747,Los Angeles Lakers,203076,Anthony Davis,F,PF,12-22-2020,22000000,LAL,LAC,Made Shot,True,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center,LC,16-24 ft.,-1.28,6.845,16,2,3,53
721,190831,2021,2020-21,1610612746,Los Angeles Clippers,202695,Kawhi Leonard,F,SF,12-22-2020,22000000,LAL,LAC,Made Shot,True,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,0.58,7.035,13,2,4,4
724,190834,2021,2020-21,1610612746,Los Angeles Clippers,101150,Lou Williams,G,PG,12-22-2020,22000000,LAL,LAC,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,-2.14,7.135,25,2,4,24
726,190836,2021,2020-21,1610612747,Los Angeles Lakers,203076,Anthony Davis,F,PF,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-0.43,6.145,5,2,4,35
728,190838,2021,2020-21,1610612746,Los Angeles Clippers,201587,Nicolas Batum,F,SF,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Pullup Jump shot,2PT Field Goal,Mid-Range,Center,C,16-24 ft.,-0.38,7.625,18,2,4,42
732,190842,2021,2020-21,1610612747,Los Angeles Lakers,1626149,Montrezl Harrell,C,C,12-22-2020,22000000,LAL,LAC,Made Shot,True,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.3299999999999999,5.745,3,2,5,2
738,190848,2021,2020-21,1610612746,Los Angeles Clippers,202695,Kawhi Leonard,F,SF,12-22-2020,22000000,LAL,LAC,Made Shot,True,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.08,6.085,3,2,5,39
740,190850,2021,2020-21,1610612746,Los Angeles Clippers,201976,Patrick Beverley,G,PG,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,-0.53,8.535,28,2,5,43
742,190852,2021,2020-21,1610612747,Los Angeles Lakers,203484,Kentavious Caldwell-Pope,G,SG,12-22-2020,22000000,LAL,LAC,Made Shot,True,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,-0.08,8.355,25,2,5,59
743,190853,2021,2020-21,1610612746,Los Angeles Clippers,202695,Kawhi Leonard,F,SF,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center,RC,16-24 ft.,1.52,7.235,21,2,6,5
746,190856,2021,2020-21,1610612747,Los Angeles Lakers,1627936,Alex Caruso,G,PG,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,0.2,6.375,6,2,7,3
748,190858,2021,2020-21,1610612746,Los Angeles Clippers,201586,Serge Ibaka,C,C,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,0.2,6.925,11,2,7,12
749,190859,2021,2020-21,1610612747,Los Angeles Lakers,1629659,Talen Horton-Tucker,G,SG,12-22-2020,22000000,LAL,LAC,Made Shot,True,Running Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.0,6.085,3,2,7,29
752,190862,2021,2020-21,1610612747,Los Angeles Lakers,1628398,Kyle Kuzma,F,SF,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Running Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.13,5.825,1,2,7,50
753,190863,2021,2020-21,1610612746,Los Angeles Clippers,202695,Kawhi Leonard,F,SF,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-0.24,6.095,4,2,7,53
754,190864,2021,2020-21,1610612746,Los Angeles Clippers,202704,Reggie Jackson,G,SG,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,-1.62,7.785,25,2,8,17
756,190866,2021,2020-21,1610612747,Los Angeles Lakers,1627936,Alex Caruso,G,PG,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Jump Shot,3PT Field Goal,Right Corner 3,Right Side,R,24+ ft.,2.28,6.035,22,2,8,39
758,190868,2021,2020-21,1610612746,Los Angeles Clippers,201587,Nicolas Batum,F,SF,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,L,24+ ft.,-2.3600000000000003,5.995,23,2,8,52
760,190870,2021,2020-21,1610612747,Los Angeles Lakers,202693,Markieff Morris,F,PF,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,1.33,7.835,24,2,9,14
762,190872,2021,2020-21,1610612746,Los Angeles Clippers,202704,Reggie Jackson,G,SG,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,0.16,6.565,8,2,9,25
763,190873,2021,2020-21,1610612747,Los Angeles Lakers,1628398,Kyle Kuzma,F,SF,12-22-2020,22000000,LAL,LAC,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,2.06,7.075,24,2,9,41
766,190876,2021,2020-21,1610612747,Los Angeles Lakers,1627936,Alex Caruso,G,PG,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Jump Shot,3PT Field Goal,Right Corner 3,Right Side,R,24+ ft.,2.21,6.165,22,2,10,1
770,190880,2021,2020-21,1610612746,Los Angeles Clippers,202704,Reggie Jackson,G,SG,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,0.72,8.245000000000001,25,2,10,14
771,190881,2021,2020-21,1610612747,Los Angeles Lakers,1627936,Alex Caruso,G,PG,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,1.78,7.525,24,2,10,23
773,190883,2021,2020-21,1610612746,Los Angeles Clippers,202335,Patrick Patterson,F,PF,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Running Jump Shot,3PT Field Goal,Left Corner 3,Left Side,L,24+ ft.,-2.37,5.645,23,2,10,33
774,190884,2021,2020-21,1610612747,Los Angeles Lakers,1628398,Kyle Kuzma,F,SF,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Running Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.11,5.855,1,2,10,40
776,190886,2021,2020-21,1610612746,Los Angeles Clippers,101150,Lou Williams,G,PG,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.04,5.975,2,2,10,46
779,190889,2021,2020-21,1610612746,Los Angeles Clippers,202331,Paul George,F,SF,12-22-2020,22000000,LAL,LAC,Made Shot,True,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.08,6.035,2,2,11,11
781,190891,2021,2020-21,1610612746,Los Angeles Clippers,202331,Paul George,F,SF,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.13,6.145,3,2,11,22
783,190893,2021,2020-21,1610612747,Los Angeles Lakers,2544,LeBron James,G,PG,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.13,5.975,2,2,11,38
785,190895,2021,2020-21,1610612746,Los Angeles Clippers,202331,Paul George,F,SF,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,1.6800000000000002,7.745,25,2,11,48
790,190900,2021,2020-21,1610612747,Los Angeles Lakers,202693,Markieff Morris,F,PF,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,0.06,6.815,10,1,0,29
792,190902,2021,2020-21,1610612747,Los Angeles Lakers,1626149,Montrezl Harrell,C,C,12-22-2020,22000000,LAL,LAC,Made Shot,True,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-0.14,6.535,7,1,1,11
795,190905,2021,2020-21,1610612747,Los Angeles Lakers,203076,Anthony Davis,F,PF,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side,L,8-16 ft.,-1.17,6.415,13,1,1,39
796,190906,2021,2020-21,1610612746,Los Angeles Clippers,1627826,Ivica Zubac,C,C,12-22-2020,22000000,LAL,LAC,Made Shot,True,Running Dunk Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.03,6.015,2,1,1,57
797,190907,2021,2020-21,1610612746,Los Angeles Clippers,1628379,Luke Kennard,G,SG,12-22-2020,22000000,LAL,LAC,Made Shot,True,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.19,6.025,3,1,2,13
799,190909,2021,2020-21,1610612747,Los Angeles Lakers,1628398,Kyle Kuzma,F,SF,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,1.99,7.095,23,1,2,23
801,190911,2021,2020-21,1610612746,Los Angeles Clippers,1627826,Ivica Zubac,C,C,12-22-2020,22000000,LAL,LAC,Made Shot,True,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.0699999999999999,5.995,2,1,2,39
802,190912,2021,2020-21,1610612746,Los Angeles Clippers,202695,Kawhi Leonard,F,SF,12-22-2020,22000000,LAL,LAC,Made Shot,True,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.09,5.935,1,1,3,9
803,190913,2021,2020-21,1610612747,Los Angeles Lakers,203076,Anthony Davis,F,PF,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,-0.92,8.105,25,1,3,27
804,190914,2021,2020-21,1610612746,Los Angeles Clippers,202695,Kawhi Leonard,F,SF,12-22-2020,22000000,LAL,LAC,Made Shot,True,Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.13,5.945,2,1,3,43
806,190916,2021,2020-21,1610612747,Los Angeles Lakers,203471,Dennis Schroder,G,SG,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,-0.27,6.9350000000000005,11,1,4,4
809,190919,2021,2020-21,1610612746,Los Angeles Clippers,101150,Lou Williams,G,PG,12-22-2020,22000000,LAL,LAC,Made Shot,True,Running Pull-Up Jump Shot,3PT Field Goal,Left Corner 3,Left Side,L,24+ ft.,-2.31,5.935,23,1,4,18
815,190925,2021,2020-21,1610612747,Los Angeles Lakers,1628398,Kyle Kuzma,F,SF,12-22-2020,22000000,LAL,LAC,Made Shot,True,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.02,5.885,1,1,4,48
816,190926,2021,2020-21,1610612746,Los Angeles Clippers,1627826,Ivica Zubac,C,C,12-22-2020,22000000,LAL,LAC,Made Shot,True,Putback Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.04,5.885,1,1,5,4
819,190929,2021,2020-21,1610612746,Los Angeles Clippers,202695,Kawhi Leonard,F,SF,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,0.4,6.405,7,1,5,6
820,190930,2021,2020-21,1610612747,Los Angeles Lakers,203471,Dennis Schroder,G,SG,12-22-2020,22000000,LAL,LAC,Made Shot,True,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.05,5.985,2,1,5,28
827,190937,2021,2020-21,1610612746,Los Angeles Clippers,202695,Kawhi Leonard,F,SF,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,-0.42,8.545,28,1,5,40
828,190938,2021,2020-21,1610612747,Los Angeles Lakers,203076,Anthony Davis,F,PF,12-22-2020,22000000,LAL,LAC,Made Shot,True,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center,RC,16-24 ft.,0.6900000000000001,7.405,17,1,5,51
829,190939,2021,2020-21,1610612746,Los Angeles Clippers,201976,Patrick Beverley,G,PG,12-22-2020,22000000,LAL,LAC,Made Shot,True,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,1.37,7.985,26,1,6,5
830,190940,2021,2020-21,1610612747,Los Angeles Lakers,203471,Dennis Schroder,G,SG,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Jump Shot,3PT Field Goal,Right Corner 3,Right Side,R,24+ ft.,2.21,6.415,23,1,6,14
833,190943,2021,2020-21,1610612746,Los Angeles Clippers,201976,Patrick Beverley,G,PG,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,L,24+ ft.,-2.26,5.885,22,1,6,27
837,190947,2021,2020-21,1610612747,Los Angeles Lakers,2544,LeBron James,G,PG,12-22-2020,22000000,LAL,LAC,Made Shot,True,Jump Shot,3PT Field Goal,Right Corner 3,Right Side,R,24+ ft.,2.27,6.315,23,1,6,54
839,190949,2021,2020-21,1610612746,Los Angeles Clippers,202695,Kawhi Leonard,F,SF,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Jump Shot,3PT Field Goal,Right Corner 3,Right Side,R,24+ ft.,2.3,6.065,23,1,7,8
840,190950,2021,2020-21,1610612747,Los Angeles Lakers,2544,LeBron James,G,PG,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.18,5.935,2,1,7,14
841,190951,2021,2020-21,1610612746,Los Angeles Clippers,202695,Kawhi Leonard,F,SF,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,-0.8699999999999999,8.125,25,1,7,33
845,190955,2021,2020-21,1610612746,Los Angeles Clippers,201586,Serge Ibaka,C,C,12-22-2020,22000000,LAL,LAC,Made Shot,True,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center,RC,16-24 ft.,1.5,6.925,18,1,7,57
846,190956,2021,2020-21,1610612747,Los Angeles Lakers,2544,LeBron James,G,PG,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,-0.3,8.305,25,1,8,10
847,190957,2021,2020-21,1610612746,Los Angeles Clippers,202331,Paul George,F,SF,12-22-2020,22000000,LAL,LAC,Made Shot,True,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,1.28,8.185,27,1,8,25
850,190960,2021,2020-21,1610612746,Los Angeles Clippers,201586,Serge Ibaka,C,C,12-22-2020,22000000,LAL,LAC,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,-1.66,7.675,25,1,8,57
853,190963,2021,2020-21,1610612747,Los Angeles Lakers,203076,Anthony Davis,F,PF,12-22-2020,22000000,LAL,LAC,Made Shot,True,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.11,6.135,3,1,9,19
856,190966,2021,2020-21,1610612746,Los Angeles Clippers,201586,Serge Ibaka,C,C,12-22-2020,22000000,LAL,LAC,Made Shot,True,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,0.41,6.115,5,1,9,32
858,190968,2021,2020-21,1610612747,Los Angeles Lakers,203471,Dennis Schroder,G,SG,12-22-2020,22000000,LAL,LAC,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,-2.07,7.135,24,1,9,53
860,190970,2021,2020-21,1610612746,Los Angeles Clippers,201586,Serge Ibaka,C,C,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,1.42,7.955,26,1,10,8
866,190976,2021,2020-21,1610612747,Los Angeles Lakers,203484,Kentavious Caldwell-Pope,G,SG,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,-1.4300000000000002,7.935,25,1,10,35
868,190978,2021,2020-21,1610612746,Los Angeles Clippers,201587,Nicolas Batum,F,SF,12-22-2020,22000000,LAL,LAC,Made Shot,True,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,L,24+ ft.,-2.3600000000000003,6.135,23,1,10,48
870,190980,2021,2020-21,1610612747,Los Angeles Lakers,2544,LeBron James,G,PG,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,0.15,8.415,26,1,11,3
871,190981,2021,2020-21,1610612746,Los Angeles Clippers,201976,Patrick Beverley,G,PG,12-22-2020,22000000,LAL,LAC,Made Shot,True,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.1,5.885,1,1,11,28
872,190982,2021,2020-21,1610612747,Los Angeles Lakers,203076,Anthony Davis,F,PF,12-22-2020,22000000,LAL,LAC,Missed Shot,False,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side,R,8-16 ft.,0.91,6.945,14,1,11,40
